moca_id,tribe,moca_xp,wallet,week
6111,angel,63.2,0xdba6aee7c7fdecb323d0fdef1900fc99d76ffc38,5
6112,angel,63.2,0xdba6aee7c7fdecb323d0fdef1900fc99d76ffc38,5
3840,angel,58.4,0xdbb9d557191501fd2cadf5a9fd80845f162d20dd,5
2857,angel,70.4,0xdbd7d362da4ff94b22778c51ed6ff24c584c4899,5
1486,angel,16.0,0xcc614c9c5533e8f8d9dda498e38feb24f19b154e,5
1095,angel,40.0,0xde55b785eaed82e191edc1984ddd7ac3705cb560,5
1976,angel,56.0,0xde9991ec0533e2c874cc9298097e9cf5db523f76,5
6810,angel,40.0,0xe224a464e5b021636474a89c5b4bcb46dbd1da25,5
1729,angel,70.4,0xdf087c9fe7f42e45b66fa22be028ad50e4c90234,5
4716,angel,70.4,0xdf087c9fe7f42e45b66fa22be028ad50e4c90234,5
4827,angel,70.4,0xdf087c9fe7f42e45b66fa22be028ad50e4c90234,5
4828,angel,70.4,0xdf087c9fe7f42e45b66fa22be028ad50e4c90234,5
3927,angel,54.4,0xdf087c9fe7f42e45b66fa22be028ad50e4c90234,5
1681,angel,70.4,0xe46dd0d3163a96cabf7555401db4ad5e952b914b,5
5100,angel,70.4,0xe46dd0d3163a96cabf7555401db4ad5e952b914b,5
1720,angel,63.2,0xea130ba1cca540a0065f84161524aec4ef23e8d3,5
1721,angel,63.2,0xea130ba1cca540a0065f84161524aec4ef23e8d3,5
1722,angel,63.2,0xea130ba1cca540a0065f84161524aec4ef23e8d3,5
1723,angel,63.2,0xea130ba1cca540a0065f84161524aec4ef23e8d3,5
1724,angel,63.2,0xea130ba1cca540a0065f84161524aec4ef23e8d3,5
1725,angel,63.2,0xea130ba1cca540a0065f84161524aec4ef23e8d3,5
1467,angel,36.8,0xea5f4f4440ff3cc417d09b43d6f8da1f14175846,5
5739,angel,58.4,0x19c47b6bf29cab375a11b0138dba57e0e484fbdc,5
3774,angel,56.0,0xead00ed237784341ee474ceabad298f96dc080c8,5
2895,angel,44.0,0xe488fbac4a5c9b35325343a1c56723450e427d69,5
1663,angel,56.0,0x3cac7e12dc3bae6ebe2909c82addb04da4cc340b,5
6229,angel,25.6,0x7b2758ef11d152becab8c9aa3f0f7a43c1075ab9,5
2258,angel,42.4,0xf03186a1fd2b42046768dcdb5aa30604a97747d5,5
2259,angel,42.4,0xf03186a1fd2b42046768dcdb5aa30604a97747d5,5
1728,angel,70.4,0x947a518695f63096650e7bfd421fd9be8b38be3a,5
3587,angel,58.4,0xf6b0ed4ce3ccf7f65655d61766fb385c787288a1,5
3588,angel,58.4,0xf6b0ed4ce3ccf7f65655d61766fb385c787288a1,5
2473,angel,40.0,0xf85d8b1db1f0820cdaa99db3dd75559960e322c1,5
5191,angel,56.0,0xf9a0a378642a93e355473716ceb5b4151df8a09b,5
5192,angel,56.0,0xf9a0a378642a93e355473716ceb5b4151df8a09b,5
3710,angel,70.4,0xfa261c49b440456944fbb019cdc95f2416883a99,5
5749,angel,70.4,0xfa261c49b440456944fbb019cdc95f2416883a99,5
